HourUTC,HourDK,PriceArea,CentralPowerMWh,LocalPowerMWh,CommercialPowerMWh,LocalPowerSelfConMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindLt50kW_MWh,OnshoreWindGe50kW_MWh,HydroPowerMWh,SolarPowerLt10kW_MWh,SolarPowerGe10Lt40kW_MWh,SolarPowerGe40kW_MWh,SolarPowerSelfConMWh,UnknownProdMWh,ExchangeNO_MWh,ExchangeSE_MWh,ExchangeGE_MWh,ExchangeNL_MWh,ExchangeGB_MWh,ExchangeGreatBelt_MWh,GrossConsumptionMWh,GridLossTransmissionMWh,GridLossInterconnectorsMWh,GridLossDistributionMWh,PowerToHeatMWh
2024-01-31T17:00:00,2024-01-31T18:00:00,DK1,378.003524,99.782738,88.927138,25.467672,244.896097,1101.733985,14.345812,3465.84164,3.881576,0.315419,0.053149,0.599059,0.0,2e-06,-516.0377,-424.001,45.2877,0.0,-1457.679976,587.0,3658.416835,97.729522,20.3437,184.349594,224.48316
2024-01-31T17:00:00,2024-01-31T18:00:00,DK2,529.308582,50.195614,181.809803,7.58668,37.7749,924.787474,1.41543,595.540574,0.0,0.28372,0.044737,0.004873,0.0,2.07787,,1107.78425,-660.706976,,,-597.1,2180.807531,55.919009,14.450976,100.055694,12.15216
2024-01-31T16:00:00,2024-01-31T17:00:00,DK1,373.329732,126.386806,90.689327,25.618203,247.686193,1097.204155,14.208551,3455.766955,3.875405,0.371094,0.061145,0.595307,0.051377,2e-06,-658.724,-136.613,-22.62,0.0,-1457.575471,575.2,3735.511781,97.359292,18.977,187.568309,193.494924
2024-01-31T16:00:00,2024-01-31T17:00:00,DK2,531.045789,52.477062,190.033271,6.966782,36.5607,916.212439,1.413614,580.703786,0.0,0.332432,0.054907,0.00865,0.0,2.65612,,1154.60725,-661.331,,,-585.0,2226.741802,54.864909,14.318,100.871587,13.39164
2024-01-31T15:00:00,2024-01-31T16:00:00,DK1,346.398923,98.509415,89.355325,25.939226,249.747331,1104.375853,14.35156,3419.162238,3.873537,0.29748,0.058547,6.730147,0.815315,0.0,-1011.8026,237.135,40.2156,0.0,-1457.310254,587.3,3755.152643,101.151706,27.0306,173.650588,327.036675
2024-01-31T15:00:00,2024-01-31T16:00:00,DK2,529.575066,52.914787,188.658736,8.012756,34.7914,920.72026,1.523301,587.908025,0.0,0.211958,0.028073,1.562746,0.199986,2.73518,,1060.50975,-667.910024,,,-597.3,2124.142,55.623526,14.379024,92.323834,54.92521
2024-01-31T14:00:00,2024-01-31T15:00:00,DK1,368.773966,98.975033,89.569658,30.127144,250.061096,1055.132653,14.588635,3384.099338,3.908143,1.913727,0.22467,53.775897,16.913183,3e-06,-1152.7788,464.496,31.1361,0.0,-1448.127613,588.0,3850.788834,96.294094,32.3588,171.614751,332.188065
2024-01-31T14:00:00,2024-01-31T15:00:00,DK2,529.481336,51.955422,189.012535,10.500653,31.6976,896.11983,1.499193,572.940909,0.0,1.088368,0.123785,18.635648,14.614406,2.5733,,1012.43475,-673.337992,,,-598.0,2061.339743,53.830578,14.264992,87.113059,52.09999
2024-01-31T13:00:00,2024-01-31T14:00:00,DK1,389.3019,89.541868,90.607258,38.101846,249.962136,1049.999693,14.596459,3307.41109,3.892162,11.503693,0.9994,158.596877,54.297428,1.8e-05,-1219.9591,303.451,106.2088,0.0,-1452.328923,588.0,3784.183605,101.428868,34.6491,168.492937,313.926532
2024-01-31T13:00:00,2024-01-31T14:00:00,DK2,531.493566,52.559212,182.822548,15.108387,27.0531,898.106767,1.478093,561.448836,0.0,4.109721,0.442725,47.266544,36.43541,2.67048,,1019.78025,-679.965984,,,-598.1,2102.709656,54.447913,14.267984,86.577521,64.80682
2024-01-31T12:00:00,2024-01-31T13:00:00,DK1,424.115679,97.278737,88.421209,43.651392,250.067516,1032.472848,14.421156,3248.106159,3.873042,21.876663,1.823852,239.441302,80.62809,3.5e-05,-1067.5765,24.15,87.4918,0.0,-1450.209684,588.0,3728.033295,95.127902,29.4655,167.778579,221.774456
2024-01-31T12:00:00,2024-01-31T13:00:00,DK2,529.642884,50.781095,177.959919,16.378678,21.1876,879.486035,1.359443,515.636151,0.0,8.44503,0.888448,79.18452,63.929268,2.77739,,1057.1135,-689.408984,,,-598.1,2117.260975,54.103351,13.881984,84.199512,63.09137
2024-01-31T11:00:00,2024-01-31T12:00:00,DK1,456.258788,108.208947,86.661142,44.999252,244.551994,948.123731,13.868681,3084.370811,3.834606,24.637951,2.128727,279.883476,93.228821,3.3e-05,-628.1616,-246.479,-60.432,0.0,-1350.148195,587.9,3693.436163,93.202079,19.1166,159.021768,191.95786
2024-01-31T11:00:00,2024-01-31T12:00:00,DK2,529.855757,54.575015,137.05484,17.410621,21.0128,854.053936,1.219802,481.923228,0.0,12.247422,1.279627,117.529705,69.311852,2.3171,,1070.79725,-694.913008,,,-598.0,2077.675947,52.796829,14.123008,83.019129,20.91874
2024-01-31T10:00:00,2024-01-31T11:00:00,DK1,439.430208,130.163316,81.747059,41.910891,239.118986,678.005302,12.669791,2765.283515,3.812017,26.516383,2.189979,299.77914,64.904022,1e-05,-197.0596,-209.563,-30.2885,0.0,-1299.216024,588.0,3637.403495,90.637094,10.3306,149.891817,156.021794
2024-01-31T10:00:00,2024-01-31T11:00:00,DK2,528.123591,65.894776,134.799712,21.157709,14.4348,846.024515,1.129619,420.29795,0.0,23.532872,2.616155,157.80255,70.516701,2.5336,,1049.76575,-680.981,,,-598.1,2059.549302,52.209915,14.162,79.489059,10.00248
2024-01-31T09:00:00,2024-01-31T10:00:00,DK1,405.851129,148.096521,86.810367,39.376178,230.262461,715.521607,10.676097,2265.624486,3.811439,23.809189,1.777384,274.140919,73.245193,1.6e-05,-58.7585,-73.744,-80.5378,0.0,-1050.537525,576.1,3591.525163,83.555661,7.2175,138.573402,148.482826
2024-01-31T09:00:00,2024-01-31T10:00:00,DK2,545.790591,65.984614,135.50758,18.237627,17.5134,853.561428,1.070863,419.297501,0.0,21.765227,2.28457,125.643564,52.39418,2.18108,,1078.99575,-685.728,,,-585.7,2068.799974,51.931038,14.21,80.261027,9.32628
2024-01-31T08:00:00,2024-01-31T09:00:00,DK1,503.503482,132.963923,90.24733,27.587194,216.58219,704.739683,8.591052,1835.628295,3.803113,7.706445,0.584835,137.807172,40.734917,1.1e-05,322.4417,53.314,-65.9833,0.0,-987.357545,413.2,3446.094497,72.214709,0.9983,132.303388,122.552703
2024-01-31T08:00:00,2024-01-31T09:00:00,DK2,547.099386,65.759182,174.218654,12.599027,20.2264,834.599502,0.838261,388.246888,0.0,7.727373,0.753125,74.330428,36.800308,2.09557,,1004.4465,-682.721,,,-419.3,2067.719606,47.795252,14.378,80.404364,11.93888
2024-01-31T07:00:00,2024-01-31T08:00:00,DK1,606.12734,157.719432,89.139959,18.406124,194.115396,1033.697177,7.327521,1688.361075,3.782642,0.335405,0.043487,15.83335,1.687102,3e-06,211.736,229.638,-601.2587,0.0,-689.711645,500.3,3467.279668,76.487554,0.364,131.767585,181.55505
2024-01-31T07:00:00,2024-01-31T08:00:00,DK2,516.37935,63.484595,188.095462,7.939339,20.7799,828.787737,0.645777,317.511428,0.0,0.788153,0.074811,16.093752,5.505298,2.2297,,1253.597516,-684.422984,,,-508.1,2029.389834,46.725939,14.427984,78.272977,11.38521
2024-01-31T06:00:00,2024-01-31T07:00:00,DK1,563.292699,161.482359,88.889528,17.174157,191.173562,1035.410903,5.75597,1473.2658,3.808864,0.114886,0.014083,0.181861,0.0,4e-06,373.0307,261.89,-792.2334,0.0,-410.740417,399.5,3372.011559,72.291044,0.3693,125.467783,187.453018
2024-01-31T06:00:00,2024-01-31T07:00:00,DK2,447.582622,63.589411,187.293708,6.345481,25.3728,879.499278,0.777905,333.256937,0.0,0.141675,0.016624,0.01752,0.0,2.40447,,1091.603,-674.456016,,,-405.4,1958.045415,47.687441,14.282016,76.927316,17.57854
2024-01-31T05:00:00,2024-01-31T06:00:00,DK1,491.679263,159.474933,87.617408,19.117301,144.697021,954.076585,5.566636,1478.04194,3.82793,0.106591,0.017431,0.124553,0.0,3e-06,276.6333,205.218,-826.278,0.0,-601.988734,575.1,2973.032161,72.678728,0.4377,112.808913,138.450652
2024-01-31T05:00:00,2024-01-31T06:00:00,DK2,374.356107,61.919719,182.152008,6.300959,28.9768,874.055464,0.826581,378.991263,0.0,0.142808,0.018068,0.003257,0.0,2.21703,,1086.456,-668.751008,,,-584.9,1742.765056,48.314585,14.365008,70.707484,26.05138
2024-01-31T04:00:00,2024-01-31T05:00:00,DK1,408.968295,141.256287,86.883921,19.154014,131.601935,993.190398,6.139105,1624.638255,3.84789,0.072353,0.013521,0.217357,0.0,1e-06,-135.2675,-111.087,-338.5982,0.0,-690.683706,587.8,2728.146926,63.682714,7.2105,107.374858,215.305947
2024-01-31T04:00:00,2024-01-31T05:00:00,DK2,375.542168,51.476391,177.307289,7.126647,26.5697,891.591967,0.999976,403.327613,0.0,0.096971,0.013262,0.129456,0.0,1.52755,,895.06925,-676.983016,,,-598.1,1555.695224,47.71275,14.224016,64.383898,56.60429
2024-01-31T03:00:00,2024-01-31T04:00:00,DK1,354.556058,115.872205,86.488485,20.249578,177.615613,993.26544,8.081465,1954.878622,3.846321,0.071056,0.014217,0.212756,0.0,2e-06,-357.0671,-339.832,184.5164,0.0,-1120.353946,587.9,2670.315172,74.162253,13.9111,109.99909,222.187354
2024-01-31T03:00:00,2024-01-31T04:00:00,DK2,280.90762,33.536289,175.422375,7.196099,26.3206,913.269106,1.066642,427.369683,0.0,0.068298,0.017599,0.156326,0.0,0.51406,,900.78075,-684.889008,,,-598.1,1483.636439,51.482729,14.499008,62.773768,54.98943
2024-01-31T02:00:00,2024-01-31T03:00:00,DK1,372.918023,116.10814,88.587356,21.484276,193.662067,1029.467755,9.320572,2137.557074,3.867328,0.069804,0.017551,0.175767,0.0,2e-06,-383.4667,-217.542,82.9192,0.0,-1253.291087,587.9,2789.755128,80.916993,11.9117,117.960962,229.84958
2024-01-31T02:00:00,2024-01-31T03:00:00,DK2,218.634636,32.604037,175.844536,7.778635,22.6418,932.837921,1.028416,449.170434,0.0,0.069178,0.012773,0.018116,0.0,0.23204,,931.3965,-667.210016,,,-598.0,1507.059006,55.896014,14.262016,65.677878,53.42926
2024-01-31T01:00:00,2024-01-31T02:00:00,DK1,407.281746,114.706124,88.089128,20.231218,192.148364,1003.99321,8.191866,1833.864582,3.875013,0.052048,0.021332,0.224604,0.0,2e-06,-221.0667,-61.816,26.5014,0.0,-1255.812804,587.8,2748.285133,75.858189,7.4077,112.987153,227.579877
2024-01-31T01:00:00,2024-01-31T02:00:00,DK2,218.318367,32.960116,177.059163,7.267765,14.0601,921.829274,1.116064,467.34613,0.0,0.064809,0.009386,0.002686,0.0,0.28219,,968.15525,-661.723984,,,-598.0,1548.747316,56.757769,14.431984,70.017487,43.77911
2024-01-31T00:00:00,2024-01-31T01:00:00,DK1,413.920509,113.89935,88.358195,20.741949,218.281679,1067.127684,8.40936,1889.725802,3.880647,0.066918,0.020972,0.301248,0.0,0.0,-202.2611,-445.126,270.2571,0.0,-1250.646272,588.0,2784.958041,75.427876,15.1311,116.792904,209.710223
2024-01-31T00:00:00,2024-01-31T01:00:00,DK2,220.014623,32.861831,177.700749,7.808165,20.8997,936.202788,0.900656,424.624059,0.0,0.067248,0.012219,0.002788,0.0,0.67601,,1037.40575,-660.201984,,,-598.2,1600.774602,55.809293,15.383984,70.99636,44.94941
2024-01-30T23:00:00,2024-01-31T00:00:00,DK1,355.512675,124.130035,87.853661,21.13836,229.332734,1073.051458,9.723215,2118.426743,3.881046,0.075674,0.01976,0.300213,0.0,0.0,75.0344,-489.256,42.4543,0.0,-1452.694265,588.0,2786.984009,83.950866,10.2686,117.037293,223.075769
2024-01-30T23:00:00,2024-01-31T00:00:00,DK2,245.665861,34.309611,182.975267,8.24487,21.5694,882.815661,0.791361,427.308691,0.0,0.076265,0.009204,0.035363,0.0,1.19469,,1075.4695,-659.300992,,,-598.1,1623.064752,53.047719,14.386992,71.165936,43.22358
2024-01-30T22:00:00,2024-01-30T23:00:00,DK1,402.107269,149.159006,87.531781,19.786297,232.720132,958.275206,7.70428,1768.829651,3.886922,0.079087,0.015313,0.385681,0.0,3e-06,508.1258,-642.106,69.043,0.0,-1437.490882,587.9,2715.952546,78.855652,15.2712,111.953343,247.309443
2024-01-30T22:00:00,2024-01-30T23:00:00,DK2,354.911052,38.700044,188.740414,8.423013,24.2147,847.44115,0.725725,432.370586,0.0,0.071905,0.008507,0.00352,0.0,1.28299,,895.63625,-670.948016,,,-598.0,1523.58184,50.203234,14.376016,67.161218,16.87105
2024-01-30T21:00:00,2024-01-30T22:00:00,DK1,310.486064,148.780391,88.521112,20.276825,220.16493,973.362678,7.237962,1640.451424,4.137382,0.088052,0.016636,0.294883,0.0,0.0,1002.6024,-727.937,-22.4252,0.0,-1456.183042,588.1,2797.975497,86.440118,18.6166,112.846176,221.743306
2024-01-30T21:00:00,2024-01-30T22:00:00,DK2,458.411756,43.106232,188.881662,8.098304,23.6602,839.341653,0.617403,408.257495,0.0,0.07357,0.010905,0.002967,0.0,1.48197,,948.485,-679.117,,,-598.1,1643.212117,50.293883,14.038,71.475074,24.34678
2024-01-30T20:00:00,2024-01-30T21:00:00,DK1,353.311613,211.050081,90.524246,18.840554,222.175702,1078.862373,6.244704,1233.481135,4.157317,0.088251,0.010805,0.203191,0.0,1e-06,1077.9995,-701.69,57.5967,0.0,-1408.746503,568.5,2812.60967,82.676841,17.1845,109.21025,108.993811
2024-01-30T20:00:00,2024-01-30T21:00:00,DK2,522.940346,54.251252,187.542366,7.501309,23.1093,788.820545,0.529384,377.846444,0.0,0.089825,0.013635,0.004526,0.0,1.88678,,1043.28125,-690.968016,,,-578.1,1738.748946,45.030408,14.038016,74.170367,12.51074
2024-01-30T19:00:00,2024-01-30T20:00:00,DK1,398.937613,270.025335,90.623736,18.761325,211.140467,1081.758233,5.381586,1223.21463,4.127046,0.112487,0.009871,0.243044,0.0,3e-06,990.9958,-268.019,70.7899,0.0,-1456.626776,270.3,2911.7753,70.047112,4.8972,111.830167,104.082504
2024-01-30T19:00:00,2024-01-30T20:00:00,DK2,507.780179,61.064135,187.642616,6.446371,23.0774,840.696636,0.497115,362.535585,0.0,0.105478,0.017222,0.047694,0.0,2.08114,,824.90575,-700.245992,,,-274.2,1842.451329,45.708954,14.366992,77.39442,11.01247
2024-01-30T18:00:00,2024-01-30T19:00:00,DK1,494.885176,299.813851,92.089808,24.777791,162.15757,1011.326819,5.554204,1447.081098,4.08558,0.142308,0.017026,0.304928,0.0,1e-06,859.4999,80.584,105.2543,0.0,-1457.7556,-128.8,3001.01876,71.083872,1.0201,120.99692,78.511165
2024-01-30T18:00:00,2024-01-30T19:00:00,DK2,498.858256,60.334987,186.132311,4.471033,13.1139,849.722855,0.476258,337.97078,0.0,0.137525,0.020371,0.018925,0.0,1.93936,,604.7325,-719.128992,,,126.5,1965.300069,43.633963,14.312992,81.505739,6.18365
2024-01-30T17:00:00,2024-01-30T18:00:00,DK1,399.334655,316.153157,91.066091,25.509369,218.576764,1054.701511,6.66384,1619.173264,4.064572,0.167542,0.019929,0.303244,0.0,1.3e-05,683.2004,387.978,76.6479,0.0,-1447.076577,-233.8,3202.683674,86.649263,0.3996,131.764192,70.940861
2024-01-30T17:00:00,2024-01-30T18:00:00,DK2,520.287898,61.240153,190.396913,4.113819,7.5791,872.150417,0.407465,310.800828,0.0,0.196442,0.031625,0.044139,0.0,2.67347,,662.6365,-745.563016,,,230.5,2117.495753,45.262532,14.274016,87.622869,6.18861
2024-01-30T16:00:00,2024-01-30T17:00:00,DK1,417.791972,338.278412,89.269956,25.487222,220.541806,1080.299661,7.182195,1642.844243,4.064457,0.208747,0.0234,0.375065,0.0,8e-06,650.1032,651.449,-320.8678,0.0,-956.785094,-520.4,3329.86645,103.876611,0.3968,137.705266,44.285384
2024-01-30T16:00:00,2024-01-30T17:00:00,DK2,511.556073,63.411279,188.819764,3.411724,8.6304,822.867797,0.33103,262.034011,0.0,0.228018,0.044246,0.074412,0.0,2.30425,,442.062,-646.223,,,511.8,2171.352004,46.840806,14.196,88.853888,6.19166
2024-01-30T15:00:00,2024-01-30T16:00:00,DK1,462.417482,302.448511,87.490989,25.175603,208.240805,1068.757785,7.169798,1617.334001,4.067975,0.153925,0.023045,2.780363,0.147867,0.0,549.6014,452.201,49.9912,0.0,-1110.259664,-540.9,3186.842085,97.868724,0.3986,126.421637,92.702542
2024-01-30T15:00:00,2024-01-30T16:00:00,DK2,510.940368,63.633965,193.787776,4.136555,8.3907,695.62432,0.310807,220.665663,0.0,0.110557,0.018159,1.174101,0.081775,2.39653,,514.09325,-713.480016,,,532.0,2033.88451,40.509384,13.884016,79.497961,5.9811
2024-01-30T14:00:00,2024-01-30T15:00:00,DK1,423.939698,302.511997,87.467956,26.117737,198.833087,1071.378706,6.919908,1575.40428,4.078605,0.341308,0.049634,20.838332,5.562177,2e-06,432.3017,454.11,-12.3166,0.0,-937.134278,-542.9,3117.504249,96.833819,0.3983,123.03282,51.728492
2024-01-30T14:00:00,2024-01-30T15:00:00,DK2,485.376188,89.892538,183.468641,6.859753,6.8621,532.140203,0.277736,174.764355,0.0,0.279952,0.029761,12.262877,5.407079,1.92404,,686.24025,-753.122992,,,533.9,1966.562481,37.19095,14.096992,73.661001,5.85087
2024-01-30T13:00:00,2024-01-30T14:00:00,DK1,442.703913,296.732115,88.994061,27.020804,211.42463,1060.067047,6.992332,1523.711685,4.080039,0.789815,0.093811,41.203821,11.434363,4e-06,359.2032,517.184,44.7739,0.0,-837.932721,-553.1,3245.376819,99.558878,0.3968,123.854298,95.157686
2024-01-30T13:00:00,2024-01-30T14:00:00,DK2,524.055792,86.642583,178.300112,10.434783,3.9684,417.654277,0.20468,139.203725,0.0,1.491811,0.159943,34.433146,16.731617,2.86488,,696.41875,-681.403,,,543.9,1975.061498,34.825647,14.34,72.540971,5.82047
2024-01-30T12:00:00,2024-01-30T13:00:00,DK1,498.338612,281.425505,87.391085,25.320829,206.569461,1020.723163,6.313171,1381.56036,4.080803,2.188476,0.213757,61.468166,16.483252,2.5e-05,458.5021,332.577,251.6061,0.0,-850.140814,-542.2,3242.421052,93.395562,0.3979,123.26744,48.717164
2024-01-30T12:00:00,2024-01-30T13:00:00,DK2,520.698757,78.551188,175.19014,12.773692,4.4194,371.638758,0.19748,117.192561,0.0,2.740666,0.283832,52.679715,25.232563,2.58752,,871.66225,-763.942,,,533.2,2005.106523,34.151268,14.06,73.559785,5.19314
2024-01-30T11:00:00,2024-01-30T12:00:00,DK1,520.100571,288.744015,86.565106,28.754416,206.189168,669.097369,5.888793,1359.189681,4.08593,4.653351,0.416121,112.926583,43.746155,6.8e-05,86.4003,406.461,644.5995,0.0,-631.116622,-542.7,3294.001504,85.168816,0.5997,122.139324,87.788505
2024-01-30T11:00:00,2024-01-30T12:00:00,DK2,557.05418,79.361019,191.817301,13.228225,5.9086,338.707868,0.224925,143.2152,0.0,3.334156,0.313583,63.435691,34.211765,3.08358,,774.063,-714.198,,,533.9,2027.661093,34.470489,14.342,72.363059,5.04633
2024-01-30T10:00:00,2024-01-30T11:00:00,DK1,497.892181,311.744085,87.562345,34.355638,213.775668,668.530709,5.675865,1337.913549,4.185143,4.929949,0.445456,125.797525,46.005653,5e-06,587.6999,394.606,425.3396,0.0,-882.795313,-537.4,3326.26396,88.859861,0.4001,121.99747,39.35466
2024-01-30T10:00:00,2024-01-30T11:00:00,DK2,565.306046,57.803065,195.135235,11.986971,6.4609,235.04238,0.227078,148.780003,0.0,2.697114,0.239232,58.39998,39.032482,2.16956,,945.38575,-732.710984,,,528.7,2064.654813,34.761637,14.009984,73.545298,5.95057
2024-01-30T09:00:00,2024-01-30T10:00:00,DK1,539.260698,350.832326,91.279275,25.096051,205.593822,614.359635,4.790788,1195.573439,4.20033,3.153256,0.304761,101.337462,37.857887,8e-06,313.9994,680.949,272.4374,0.0,-917.791353,-263.0,3260.234184,72.431233,0.4006,121.699377,24.463268
2024-01-30T09:00:00,2024-01-30T10:00:00,DK2,561.512682,82.052909,190.700204,9.667143,7.7534,147.142592,0.179671,138.30808,0.0,1.290808,0.119226,37.980292,23.599352,2.35027,,971.14225,-370.668,,,259.4,2062.53088,34.807242,13.4535,73.749034,5.11451
2024-01-30T08:00:00,2024-01-30T09:00:00,DK1,606.800029,345.989989,92.944404,20.035669,175.226569,618.110653,3.772757,1053.968587,4.200363,0.921029,0.102459,47.811036,12.332567,4e-06,684.9977,681.447,128.2961,0.0,-905.897334,-387.6,3183.459581,79.862189,0.4023,116.667993,20.799592
2024-01-30T08:00:00,2024-01-30T09:00:00,DK2,574.35085,87.933324,192.233407,6.326356,0.6791,109.068864,0.102817,138.918383,0.0,0.451442,0.045232,18.716262,10.582869,2.05869,,927.563,-426.498,,,381.8,2024.332596,35.121303,9.848,74.530088,5.02957
2024-01-30T07:00:00,2024-01-30T08:00:00,DK1,613.330223,345.579037,93.158358,15.506606,139.36011,794.796031,3.75997,986.004366,4.205954,0.130622,0.017927,4.715348,0.243195,2e-06,1099.1304,404.136,-59.3389,0.0,-722.443009,-531.0,3191.29224,86.409297,0.3422,118.851695,20.193758
2024-01-30T07:00:00,2024-01-30T08:00:00,DK2,567.508351,90.165086,197.179011,2.502919,0.6389,82.829126,0.056065,111.641232,0.0,0.137351,0.01451,3.888253,1.013426,2.32856,,598.53875,-199.691,,,522.3,1981.05054,35.903106,5.447,73.434838,4.63859
2024-01-30T06:00:00,2024-01-30T07:00:00,DK1,550.693838,333.931888,95.489007,16.511339,132.648321,781.161481,2.697282,788.212484,4.2051,0.103735,0.01302,0.16052,0.0,2e-06,1416.8864,355.082,-38.5872,0.0,-798.801008,-540.0,3100.408209,89.433872,0.0,113.617803,47.165926
2024-01-30T06:00:00,2024-01-30T07:00:00,DK2,565.012209,88.063492,197.214295,1.339757,0.3856,110.073118,0.035453,90.979206,0.0,0.120552,0.01861,0.003918,0.0,2.87907,,645.4005,-336.527,,,531.1,1896.09878,34.947128,18.088,70.605824,4.11313
2024-01-30T05:00:00,2024-01-30T06:00:00,DK1,531.840548,303.684949,91.871966,15.834465,105.512883,605.599508,1.548466,547.371181,4.2216,0.100073,0.011036,0.084158,0.0,1e-06,1358.6028,694.118,-142.7789,0.0,-794.510212,-539.0,2784.112522,80.610048,0.0,102.588575,47.032331
2024-01-30T05:00:00,2024-01-30T06:00:00,DK2,571.221321,87.255108,184.27045,2.01083,1.2718,98.924022,0.024036,38.787486,0.0,0.128663,0.018643,0.003387,0.0,2.06479,,943.32075,-787.513,,,530.3,1672.088286,35.715985,14.298,62.767242,6.51667
2024-01-30T04:00:00,2024-01-30T05:00:00,DK1,513.123233,228.233712,89.515724,15.451493,66.413626,420.465727,0.492507,310.484794,4.249262,0.068778,0.00696,0.057553,0.0,1e-06,1438.0101,715.907,-471.2026,0.0,-519.903747,-334.1,2477.274123,65.791292,0.0,93.016647,100.729805
2024-01-30T04:00:00,2024-01-30T05:00:00,DK2,590.114507,59.481696,161.170487,2.0334,1.5497,96.79,0.020552,28.542702,0.0,0.076419,0.011179,0.002737,0.0,1.25999,,1160.8305,-962.797016,,,329.5,1468.586853,37.232224,14.244016,56.407167,12.3978
2024-01-30T03:00:00,2024-01-30T04:00:00,DK1,568.420473,205.024354,89.429334,13.542291,45.633429,280.377372,0.139394,181.859713,4.279701,0.04695,0.002591,0.054569,0.0,2e-06,1640.9577,715.894,-596.9071,0.0,-350.675141,-353.3,2444.779632,65.504841,0.0,89.901731,134.789053
2024-01-30T03:00:00,2024-01-30T04:00:00,DK2,469.421489,57.113758,158.436471,1.727681,0.354,69.583001,0.013658,23.655414,0.0,0.046709,0.013379,0.002716,0.0,0.47177,,1217.769984,-942.825,,,348.2,1403.98503,38.801445,14.27,54.452955,9.00941
